-3428, -1792, -1812, 335, -5, -79
-3404, -1734, -1813, 228, -73, -93
-3396, -1688, -1784, 17, -243, -103
-3387, -1667, -1785, -99, -262, -71
-3374, -1657, -1802, 35, -51, 68
-3374, -1652, -1811, 188, 59, 144
-3375, -1642, -1824, 214, 77, 125
-3376, -1632, -1830, 261, 146, 67
-3387, -1614, -1820, 296, 199, 81
-3394, -1589, -1815, 222, 91, 94
-3393, -1575, -1818, 110, 1, 88
-3394, -1569, -1814, 24, -39, 50
-3398, -1569, -1819, -49, -122, 9
-3398, -1579, -1834, -39, -144, -12
-3391, -1584, -1842, 9, -127, -67
-3384, -1583, -1836, 74, -74, -64
-3384, -1571, -1825, 35, -22, -94
-3384, -1556, -1813, -93, -53, -66
-3379, -1558, -1818, -124, -39, 16
-3375, -1580, -1821, -30, 26, 46
-3376, -1595, -1824, 22, 31, -30
-3371, -1596, -1824, 57, 30, -109
-3369, -1594, -1820, 19, -46, -92
-3366, -1594, -1822, 0, -42, -66
-3364, -1598, -1822, 24, -8, -22
-3366, -1598, -1818, 60, -72, -24
-3365, -1596, -1818, 34, -66, 10
-3367, -1593, -1813, 21, -125, 0
-3366, -1592, -1814, 9, -111, -19
-3364, -1591, -1814, 38, -53, 3
-3365, -1588, -1809, 70, -5, 40
-3367, -1592, -1804, 78, 1, 17
-3368, -1585, -1801, 62, 17, -14
-3372, -1579, -1801, -17, -38, -11
-3374, -1575, -1809, -33, -117, -1
-3375, -1583, -1812, -21, -42, 44
-3375, -1593, -1809, 73, 34, 68
-3373, -1589, -1803, 51, 55, 43
-3371, -1589, -1803, 16, -18, -24
-3373, -1587, -1798, -58, -37, -82
-3376, -1591, -1802, -71, -120, -65
-3375, -1598, -1806, -53, -57, -1
-3372, -1602, -1810, -6, -29, 32
-3374, -1604, -1806, 24, -50, 8
-3379, -1603, -1797, 6, -76, 2
-3381, -1597, -1797, -20, -95, -7
-3380, -1593, -1805, -52, -43, 37
-3379, -1594, -1802, -4, 13, 22
-3375, -1595, -1797, -8, -23, 4
-3375, -1594, -1794, -32, -51, -41
-3372, -1591, -1796, -57, -49, -56
-3373, -1593, -1795, -48, -34, -23
-3374, -1598, -1804, -69, -52, -22
-3375, -1606, -1807, 8, -5, 36
-3374, -1609, -1804, 40, -12, 9
-3374, -1608, -1796, 35, -48, 0
-3372, -1605, -1792, 42, -25, -37
-3374, -1596, -1791, 38, -21, -24
-3369, -1595, -1795, -33, 36, 13
-3370, -1597, -1790, -1, 62, 23
-3368, -1599, -1787, -21, 27, 4
