-5415, -4591, -1591, 7530, -3316, -13340
-5750, -4832, -1674, 5519, -3460, -16171
-6025, -5100, -1794, 4144, -3450, -18556
-6206, -5359, -1930, 4309, -2875, -20753
-6319, -5495, -2046, 4844, -2614, -22151
-6324, -5505, -2193, 4771, -2386, -23512
-6231, -5347, -2368, 4651, -2219, -24945
-6059, -5158, -2494, 5388, -2118, -24780
-5815, -4929, -2621, 6780, -765, -24630
-5555, -4629, -2749, 7654, 1096, -24742
-5264, -4231, -2844, 8077, 2136, -24151
-4915, -3789, -2909, 8089, 3919, -23862
-4604, -3310, -2935, 8599, 5415, -22533
-4314, -2801, -2893, 10065, 4365, -19805
-3915, -2309, -2809, 11723, 2265, -16475
-3489, -1947, -2639, 12789, 2219, -13976
-3089, -1635, -2529, 13837, 721, -12010
-2647, -1260, -2439, 13841, -902, -10426
-2177, -909, -2330, 13087, -1962, -9048
-1701, -601, -2210, 12316, -2825, -7655
-1154, -261, -2045, 11713, -3558, -6185
-548, 130, -1793, 11010, -3953, -4592
167, 577, -1459, 9969, -4619, -2551
987, 1027, -979, 7971, -5310, -1461
1986, 1453, -482, 5351, -7816, -1833
3160, 2227, -175, 1327, -9880, -5396
4303, 3144, -3, -4295, -5237, -6653
4929, 3374, 403, -4366, 3619, -1346
4897, 3179, 1091, 1177, 8337, 5285
4551, 2893, 1770, 4567, 5978, 8476
4238, 2661, 2134, 2538, 2094, 7677
4034, 2380, 2159, -1208, 575, 5976
3887, 2138, 1987, -3049, 1498, 5426
3697, 2053, 1740, -2724, 3603, 7733
3360, 2002, 1476, -1381, 4934, 12318
2947, 1781, 1277, 739, 4930, 16164
2511, 1591, 1101, 1828, 4711, 17260
2064, 1502, 918, -9, 4535, 17232
1578, 1357, 688, -3007, 4821, 17231
1066, 1070, 403, -4408, 4523, 18422
619, 648, 97, -3215, 4464, 20597
227, 309, -181, -1595, 6151, 21665
-193, 172, -378, -2279, 8645, 20545
-734, 61, -497, -5088, 9723, 19694
-1315, -244, -640, -6902, 8362, 21249
-1798, -654, -789, -6304, 6619, 22021
-2210, -923, -930, -5921, 6940, 19942
-2760, -1125, -1086, -7278, 8242, 19398
-3465, -1591, -1242, -7667, 9329, 22042
-4037, -2148, -1411, -5240, 10084, 23468
-4480, -2387, -1400, -2851, 11718, 19529
-4891, -2299, -1378, -4612, 12402, 15082
-5501, -2218, -1375, -8921, 12603, 13907
-6133, -2413, -1338, -11182, 11736, 14863
-6607, -2670, -1287, -10703, 9744, 13378
-6811, -2825, -1272, -10592, 7004, 9514
-6834, -2852, -1344, -11541, 5157, 6518
-6782, -2819, -1423, -12354, 4810, 5135
-6714, -2779, -1468, -13001, 5021, 4863
-6571, -2807, -1510, -12708, 4224, 4387
-6369, -2888, -1529, -10834, 2982, 3670
-6171, -2986, -1496, -7834, 2238, 3504
-5987, -3018, -1451, -5095, 1789, 3187
-5795, -2955, -1409, -4385, 1060, 1670
-5552, -2800, -1403, -5447, 360, -266
-5249, -2635, -1425, -6698, 238, -1637
-4986, -2489, -1438, -6393, 812, -2004
-4777, -2327, -1427, -5024, 1428, -1963
-4645, -2133, -1398, -3688, 948, -1663
-4517, -1950, -1383, -2898, 4, -872
-4377, -1785, -1403, -2440, -887, -407
-4213, -1629, -1460, -2310, -1398, -689
-4065, -1499, -1532, -2038, -1234, -719
-3957, -1407, -1594, -1325, -940, -247
-3902, -1341, -1640, -270, -867, 289
-3870, -1271, -1666, 433, -863, 423
-3858, -1179, -1674, 577, -809, 133
-3846, -1072, -1675, 289, -810, -434
-3831, -969, -1690, -19, -801, -823
-3808, -880, -1705, -96, -777, -873
-3782, -805, -1718, 176, -651, -617
-3745, -735, -1725, 395, -476, -532
-3712, -656, -1725, 410, -205, -730
-3698, -566, -1718, 321, 5, -790
