-4425, -2933, 744, 24160, 19277, 3099
-5210, -1294, 2236, -19113, 30189, -2061
-4205, -2876, -7, -13396, 11454, 492
-3580, -3467, -707, 177, 4981, 140
-2855, -2168, -1074, 5868, 1399, 1645
-2052, -1517, -1487, -1799, 1939, -370
-1420, -1558, -2025, -4200, 4274, -1460
-1000, -1541, -2391, -3900, 2933, -1527
-596, -1475, -2730, -2746, 293, -1422
-150, -1296, -2996, -1504, -647, -942
323, -1148, -3219, -1590, 467, -777
701, -1044, -3465, -1823, 1427, -706
1016, -1074, -3774, -526, 1442, -407
1271, -1176, -4099, 1694, 471, 126
1429, -1231, -4246, 5235, 2031, 672
1451, -1206, -4204, 7358, 2033, 1116
1442, -1103, -4072, 7359, 2495, 1592
1397, -1111, -3932, 3734, 2518, 1048
1346, -1170, -3782, 1887, 2273, 264
1252, -1284, -3563, 3562, 443, 1261
1114, -1331, -3341, 7737, -1840, 3419
996, -1373, -3227, 11407, -4382, 5274
903, -1397, -3154, 14462, -5137, 6415
833, -1433, -3058, 16688, -5572, 7742
782, -1475, -2925, 20207, -5977, 10180
709, -1501, -2780, 24357, -5848, 13689
517, -1571, -2694, 28380, -6360, 17711
264, -1684, -2710, 30119, -6968, 20433
83, -1752, -2629, 28936, -6425, 20627
-97, -1732, -2428, 25134, -4677, 20224
-401, -1706, -2161, 19004, -2162, 20939
-854, -1775, -1779, 11343, -479, 21422
-1483, -1884, -1439, 2738, 19, 18856
-2103, -2211, -1209, -4204, -1174, 15030
-2535, -2598, -1081, -7704, -1460, 12906
-2947, -2933, -1050, -7659, -884, 12587
-3326, -3242, -1007, -5861, -1990, 12808
-3546, -3408, -987, -4172, -2413, 12923
-3684, -3417, -1038, -3250, -1623, 12418
-3806, -3296, -1090, -3813, 161, 11407
-3946, -3161, -1116, -5643, 1441, 10264
-4081, -3078, -1127, -6562, 1758, 9952
-4202, -3038, -1144, -6303, 1958, 10158
-4291, -3024, -1182, -5741, 2378, 10163
-4355, -3016, -1242, -5699, 3315, 9204
-4408, -3042, -1269, -5900, 3812, 7333
-4442, -3096, -1276, -5599, 3520, 5161
-4457, -3140, -1248, -5135, 2611, 2603
-4438, -3164, -1227, -4236, 1686, 126
-4407, -3121, -1210, -3183, 943, -1940
-4337, -2991, -1208, -2208, 241, -3395
-4252, -2807, -1224, -1852, -243, -4198
-4164, -2620, -1234, -1673, -449, -4587
-4076, -2474, -1234, -1006, -573, -4673
-3994, -2345, -1248, 237, -589, -4174
-3901, -2215, -1258, 1621, -844, -3436
-3807, -2082, -1276, 2576, -866, -2814
-3716, -1956, -1295, 3032, -561, -2482
-3645, -1824, -1313, 3025, -157, -2400
-3599, -1691, -1315, 2270, 265, -2491
-3584, -1585, -1293, 1585, 48, -2321
-3577, -1525, -1273, 1515, -340, -1954
-3570, -1474, -1286, 1779, -498, -1788
-3542, -1427, -1288, 1698, -357, -2248
-3515, -1355, -1290, 1142, -89, -2200
-3490, -1298, -1298, 715, 165, -1591
-3478, -1282, -1297, 696, 237, -959
-3471, -1277, -1294, 1045, 251, -479
-3461, -1279, -1289, 1524, 401, -244
-3448, -1278, -1269, 2015, 500, -195
-3438, -1257, -1241, 2201, 555, 9
-3418, -1224, -1205, 1950, 579, 365
-3410, -1192, -1173, 1305, 717, 711
-3416, -1192, -1141, 815, 745, 1072
-3439, -1226, -1113, 874, 707, 1504
-3462, -1271, -1089, 1285, 537, 1699
-3481, -1312, -1080, 1664, 439, 1732
-3502, -1327, -1070, 1851, 319, 1793
-3511, -1329, -1068, 1565, 345, 1862
-3534, -1334, -1068, 977, 484, 1762
-3548, -1365, -1061, 438, 554, 1480
-3564, -1408, -1060, 321, 674, 1451
-3581, -1452, -1060, 577, 669, 1556
-3603, -1490, -1060, 773, 711, 1526
-3633, -1522, -1063, 860, 710, 1415
-3651, -1550, -1066, 823, 723, 1087
-3668, -1576, -1067, 798, 730, 707
-3680, -1595, -1062, 719, 633, 321
-3688, -1593, -1056, 535, 528, 28
-3693, -1581, -1047, 369, 406, -217
-3696, -1567, -1042, 306, 286, -384
-3692, -1548, -1042, 422, 200, -474
-3686, -1521, -1046, 623, 90, -470
-3684, -1493, -1053, 774, -10, -430
-3671, -1463, -1054, 842, -33, -397
-3652, -1429, -1057, 881, -39, -373
-3624, -1388, -1061, 621, 73, -337
-3610, -1356, -1061, 361, 134, -217
-3603, -1341, -1062, 270, 146, -153
-3602, -1328, -1064, 277, 100, -113
-3601, -1326, -1073, 238, 97, -84
-3593, -1326, -1081, 107, 146, -140
-3595, -1324, -1091, -61, 259, 3
-3604, -1334, -1092, -118, 186, 204
-3614, -1354, -1092, 24, 34, 292
-3623, -1372, -1095, 190, -58, 246
-3621, -1377, -1108, 109, -29, -21
-3617, -1368, -1119, -185, 66, -152
-3616, -1370, -1123, -325, 66, -75
-3619, -1380, -1126, -170, 2, -1
-3622, -1387, -1125, 18, -52, 1
-3623, -1382, -1126, -25, -60, -108
-3633, -1380, -1115, -244, -85, -279
-3655, -1389, -1097, -384, -187, -399
