-3866, -3195, -1743, -4023, 1919, -13086
-3810, -3276, -2106, -6732, 5976, -14769
-3812, -3237, -2490, -8711, 6539, -14639
-3731, -3288, -2890, -10082, 7511, -14731
-3627, -3331, -3280, -9492, 8885, -14760
-3540, -3227, -3679, -8218, 11213, -14666
-3424, -3025, -4025, -7983, 12297, -13728
-3295, -2820, -4243, -6491, 13966, -11847
-3176, -2620, -4422, -5047, 15304, -10284
-3096, -2368, -4478, -5538, 16349, -9713
-3015, -2189, -4466, -6510, 15526, -8795
-2871, -2060, -4391, -5580, 14712, -7586
-2702, -1880, -4318, -6278, 14698, -7465
-2541, -1747, -4212, -9388, 13322, -7396
-2361, -1749, -4030, -9399, 11712, -4718
-2153, -1780, -3857, -6201, 10666, -2335
-1882, -1712, -3737, -5737, 9292, -2897
-1536, -1665, -3571, -6620, 8724, -3016
-1240, -1665, -3380, -5267, 10143, -981
-1026, -1660, -3194, -3674, 10189, 1
-834, -1631, -3019, -3060, 7456, -621
-564, -1602, -2867, -2549, 5650, -735
-263, -1549, -2749, -1684, 6028, 464
-638, -1882, -233, 9943, -19319, -669
-196, -1650, -611, 4185, -2906, -796
219, -1433, -1089, -3593, -1074, -90
566, -1550, -1454, -2869, 1337, 268
808, -1578, -1920, 1109, 3828, -505
1033, -1473, -2284, 1239, 538, -200
1280, -1372, -2469, 1274, 1201, 736
1488, -1376, -2590, 715, 262, 784
1632, -1408, -2666, 722, 840, 746
1701, -1441, -2755, 436, 881, 820
1741, -1459, -2797, 61, 700, 844
1722, -1550, -2794, 654, 374, 622
1662, -1705, -2734, 2592, -226, 372
1571, -1872, -2602, 5838, -323, 600
1436, -1988, -2449, 8522, -593, 1235
1276, -2000, -2262, 10136, -1229, 1840
1124, -1948, -2061, 10423, -2105, 2500
940, -1881, -1867, 10655, -2774, 3781
715, -1852, -1731, 11630, -4010, 5744
510, -1918, -1662, 13905, -5652, 7524
330, -1979, -1621, 17887, -6053, 9127
113, -1929, -1647, 20290, -6578, 11481
-169, -1846, -1741, 18576, -7889, 14338
-422, -1872, -1814, 14881, -9203, 16036
-659, -1964, -1849, 13141, -8949, 17104
-949, -2009, -1877, 12102, -7344, 18103
-1400, -2017, -1957, 7126, -7027, 20126
-1910, -2041, -2008, -1073, -8611, 21091
-2436, -2233, -2081, -5865, -11174, 20138
-2918, -2521, -2154, -4332, -11753, 19099
-3342, -2775, -2222, 739, -9823, 18920
-3766, -2866, -2249, 4312, -5483, 19611
-4287, -2791, -2261, 1952, -2516, 19918
-4870, -2753, -2256, -2855, -2024, 19541
-5305, -2896, -2256, -6127, -2028, 19141
-5508, -3211, -2250, -6613, -2182, 17830
-5495, -3609, -2225, -4706, -1864, 14822
-5299, -3935, -2164, -1908, -1072, 11134
-5020, -4099, -2113, -384, -433, 7520
-4733, -4099, -2055, -1090, 0, 4129
-4475, -3958, -1987, -3114, 685, 963
-4273, -3746, -1916, -5397, 1278, -1444
-4102, -3510, -1854, -6996, 1803, -2916
-3972, -3287, -1798, -7778, 2044, -3833
-3877, -3091, -1739, -7617, 2166, -4368
-3812, -2919, -1685, -6588, 2253, -4563
-3792, -2752, -1631, -5121, 2270, -4567
-3796, -2568, -1570, -3793, 2219, -4405
-3790, -2364, -1487, -2942, 2091, -4573
-3771, -2155, -1391, -2571, 1856, -4552
-3755, -1973, -1285, -2085, 1826, -3849
-3735, -1796, -1166, -1312, 1994, -3000
-3746, -1612, -1059, -713, 1955, -2487
-3786, -1477, -952, -21, 1774, -1668
-3809, -1378, -821, 1608, 1109, -538
-3827, -1296, -723, 3342, 875, 227
-3831, -1233, -660, 4745, 662, 688
-3829, -1131, -623, 5331, 532, 854
-3825, -993, -596, 4554, 672, 885
-3817, -896, -578, 2933, 511, 946
-3806, -876, -589, 1579, 289, 801
-3785, -893, -625, 914, 88, 632
-3766, -915, -688, 509, -36, 489
-3744, -945, -764, 303, -126, 361
-3718, -973, -841, 337, -147, 294
-3696, -987, -915, 357, -115, 235
-3672, -990, -981, 129, -125, 107
-3653, -999, -1040, -60, -164, 67
-3634, -1022, -1077, -23, -276, 70
-3616, -1050, -1105, 178, -307, 179
-3597, -1069, -1132, 210, -335, 121
-3587, -1078, -1160, 94, -315, 74
-3574, -1092, -1182, 0, -192, 80
-3563, -1113, -1195, 61, 5, 87
-3555, -1125, -1198, 212, 137, 36
-3559, -1130, -1192, 306, 191, -4
-3564, -1124, -1181, 252, 170, -104
-3571, -1112, -1169, 19, 113, -171
-3579, -1105, -1161, -142, 9, -125
-3576, -1104, -1148, -129, 4, -81
-3571, -1107, -1143, -17, 63, -52
-3570, -1108, -1134, 38, 97, -32
-3572, -1107, -1126, -19, 107, -57
-3577, -1109, -1118, -96, 27, -70
-3579, -1114, -1115, -1, 51, -60
-3582, -1115, -1108, 112, 116, -16
-3585, -1111, -1100, 64, 119, -27
-3586, -1111, -1092, -3, 58, -1
-3586, -1106, -1083, -94, 60, -66
-3589, -1104, -1076, -218, -33, -21
-3589, -1117, -1075, -83, -64, 36
-3589, -1129, -1080, 112, -2, 37
-3590, -1133, -1084, 107, 48, -3
-3593, -1131, -1086, 13, 42, -31
-3592, -1134, -1088, 34, 61, -35
-3592, -1138, -1093, 135, 70, -6
-3590, -1141, -1093, 248, 100, 29
-3591, -1140, -1090, 197, 109, -20
-3593, -1129, -1088, 23, 36, -86
-3594, -1126, -1091, -86, -3, -54
-3592, -1128, -1097, 18, 14, -15
-3591, -1129, -1102, 146, 45, 6
-3593, -1123, -1102, 149, 57, 7
-3595, -1114, -1101, 26, 27, 6
-3593, -1104, -1098, -105, 17, -4
-3592, -1110, -1094, -189, -20, 11
-3587, -1120, -1096, -119, -57, 30
-3581, -1126, -1098, -13, -29, 34
-3582, -1129, -1101, 2, 7, -2
-3584, -1124, -1100, -102, -7, -26
-3586, -1124, -1096, -195, -29, -32
-3583, -1131, -1095, -160, -69, -1
