-3461, -2516, -1384, 12478, 1178, 1161
-3358, -3062, -1559, 17575, 4163, 679
-3392, -3257, -1608, 17542, 5451, -1587
-3597, -3358, -1621, 13259, 3520, -2866
-3813, -3413, -1767, 17479, 5075, 724
-3950, -3711, -1904, 22180, 4166, -1371
-4202, -4067, -2021, 20584, 3353, -11694
-4568, -4044, -2372, 15639, 4738, -13377
-4765, -4280, -2658, 10155, 5692, -13647
-4954, -4750, -2826, 10404, 7386, -15288
-5204, -5152, -2961, 12944, 8447, -17431
-5494, -5325, -3014, 12554, 7528, -19730
-5707, -5483, -3056, 10702, 5844, -21313
-5742, -5534, -3060, 10747, 5581, -22281
-5772, -5441, -2989, 10908, 6764, -23069
-5822, -5283, -2845, 8614, 6625, -24020
-5801, -5117, -2597, 5386, 4764, -27121
-5676, -4735, -2302, 3055, 3224, -30025
-5521, -4289, -2023, 2004, 3140, -29448
-5347, -3926, -1708, 2239, 3261, -27341
-5119, -3543, -1362, 2483, 2599, -26216
-4930, -3208, -963, 2538, 2361, -24742
-4793, -3018, -550, 3803, 1556, -21708
-4607, -2990, -160, 6122, -815, -19694
-4345, -2929, 138, 8345, -3433, -18270
-3994, -2930, 255, 10676, -5976, -15736
-3470, -2947, 101, 13747, -8264, -13749
-2711, -2636, -259, 16618, -9074, -12368
-1743, -2200, -806, 17328, -9338, -12974
-735, -1373, -1446, 15551, -8419, -15200
188, -117, -1945, 12294, -6659, -15749
1015, 1295, -2244, 10143, -2145, -10007
1723, 2419, -2291, 10827, 1526, -3444
2307, 3393, -2156, 10231, 1214, 21
2719, 4114, -1888, 5469, -623, 1016
2977, 4248, -1562, -310, -1471, 1221
3157, 3847, -1214, -2582, -782, 1796
3303, 3251, -852, -1904, 584, 2203
3403, 2703, -488, -899, 1361, 2423
3487, 2191, -183, -597, 848, 2643
3569, 1749, 58, -583, 167, 2421
3623, 1414, 230, -866, -560, 2103
3662, 1175, 322, -1517, -1447, 1901
3670, 1015, 369, -2448, -1956, 1889
3636, 924, 424, -3252, -1917, 2206
3536, 806, 515, -3376, -1916, 2955
3380, 638, 641, -2276, -2222, 4454
3190, 476, 774, -533, -2760, 6168
2962, 370, 901, 851, -3507, 7932
2699, 321, 992, 1553, -4593, 9446
2410, 296, 1048, 1704, -6129, 10581
2090, 279, 1082, 1930, -7968, 11779
1752, 178, 1047, 2810, -10155, 13651
1411, -7, 904, 4488, -12641, 16311
1156, -333, 565, 7204, -15432, 19442
973, -633, 130, 10098, -16347, 21932
785, -812, -287, 11936, -14870, 23973
500, -1107, -783, 11744, -14000, 27237
191, -1514, -1293, 10032, -13938, 30911
-86, -1902, -1636, 8417, -12540, 32128
-349, -2272, -1819, 9730, -9736, 29754
-853, -2946, -2060, 13076, -6166, 29698
-1405, -3756, -2211, 16273, -2954, 32649
-1777, -4189, -2041, 18709, 1458, 31949
-2162, -4154, -1790, 17423, 2905, 25536
-2517, -3840, -1569, 12881, 4254, 18525
-2903, -3287, -1349, 5917, 6263, 14181
-3471, -2651, -1208, -4046, 7868, 12621
-4330, -2223, -1211, -13262, 7764, 13602
-5304, -2278, -1259, -18283, 5886, 16347
-6101, -2641, -1260, -17887, 4569, 19181
-6562, -3192, -1184, -13858, 4591, 20397
-6603, -3820, -1092, -8062, 4766, 18865
-6290, -4384, -999, -2859, 4628, 12866
-5771, -4624, -848, -426, 4890, 4275
-5468, -4418, -515, -4247, 5024, -3142
-5307, -4022, -342, -12108, 954, -8735
-5222, -3689, -229, -12071, -2154, -8030
-5074, -3419, -185, -5777, -3903, -4903
-4843, -3105, -331, -203, -4152, -3946
-4557, -2717, -503, 1157, -2924, -3552
-4299, -2302, -615, 330, -740, -2444
-4117, -1969, -626, -571, 1199, -563
-4018, -1734, -586, 26, 1585, 655
-3950, -1545, -585, 1071, 672, 865
-3896, -1379, -652, 1649, -59, 740
-3845, -1248, -751, 1630, -253, 614
-3813, -1128, -843, 1408, 109, 565
-3798, -1027, -917, 989, 326, 563
-3800, -953, -968, 602, 259, 468
-3788, -901, -998, 435, 48, 246
-3773, -848, -1004, 651, 25, 33
-3764, -782, -999, 613, -81, -69
-3749, -729, -996, 345, -164, -147
-3738, -698, -981, -77, 13, -168
-3740, -672, -978, -680, -67, -258
-3727, -670, -982, -981, -223, -237
-3718, -700, -982, -788, -79, -113
-3711, -760, -977, -367, -28, -24
-3714, -802, -968, -48, 17, -111
-3717, -805, -978, 18, -100, -235
-3714, -788, -995, 0, -123, -167
-3708, -784, -1002, 12, -25, -12
-3704, -790, -999, 108, 40, 43
-3701, -780, -1003, 66, -31, -63
-3698, -756, -1006, -114, -76, -154
-3698, -746, -1014, -182, -60, -82
-3693, -754, -1015, -115, -37, -62
-3694, -769, -1006, -63, -38, -129
-3696, -768, -999, -38, -52, -198
-3703, -746, -993, -165, -43, -200
-3703, -735, -992, -409, -108, -129
-3698, -750, -993, -442, -81, -112
-3688, -776, -996, -279, -44, -125
-3681, -792, -990, -26, 15, -193
-3685, -780, -981, 74, 18, -241
-3701, -757, -975, -180, -61, -213
-3714, -734, -978, -588, -121, -209
-3710, -737, -986, -904, -205, -154
-3698, -764, -988, -802, -95, -136
-3692, -790, -988, -460, -58, -164
-3697, -796, -983, -169, -65, -148
-3704, -791, -982, -164, -65, -131
-3706, -784, -976, -333, -139, -114
-3702, -786, -973, -368, -132, -99
-3698, -787, -970, -233, -61, -91
-3696, -791, -965, -117, -45, -11
-3697, -796, -958, -129, -62, -20
-3696, -805, -965, -226, -142, -59
-3694, -810, -973, -265, -87, -93
-3695, -818, -977, -237, -70, -93
-3693, -830, -974, -104, -39, -85
-3692, -833, -972, -55, -38, -97
